ADM2_CODE,ADM2_NAME,STR2_YEAR,EXP2_YEAR,ADM1_CODE,ADM1_NAME,STATUS,DISP_AREA,ADM0_CODE,ADM0_NAME,Shape_Leng,Shape_Area,BS
70171,Burhanpur,2004,3000,70079,Madhya Pradesh,Member State,NO,115,India,2.877331581,0.278397239,"[0,147]"
70172,Dindori,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.749753273,0.57082251,"(147,293]"
70173,Harda,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,2.829154657,0.290355499,"[0,147]"
70174,Katni,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.256953631,0.54568764,"[0,147]"
70175,Neemuch,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,5.819728268,0.370357245,"[0,147]"
70176,Sheopur,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,4.92743451,0.587059723,"[0,147]"
70177,Umaria,1998,3000,70079,Madhya Pradesh,Member State,NO,115,India,3.964217461,0.329633433,"[0,147]"
70226,Karaikal,1000,3000,70080,Puducherry,Member State,NO,115,India,0.896827847,0.016046671,"[0,147]"
70227,Mahe,1000,3000,70080,Puducherry,Member State,NO,115,India,0.816168366,0.011120572,"(586,733]"
70228,Puducherry,1000,3000,70080,Puducherry,Member State,NO,115,India,1.328094633,0.016531497,"[0,147]"
70229,Yanam,1000,3000,70080,Puducherry,Member State,NO,115,India,0.649417913,0.001780758,"(440,586]"
17888,Agra,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,6.359307929,0.320664004,"[0,147]"
17889,Aligarh,1997,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.196776567,0.354362674,"[0,147]"
17890,Allahabad,1997,3000,70081,Uttar Pradesh,Member State,NO,115,India,5.169217089,0.461475819,"[0,147]"
17892,Azamgarh,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.599349793,0.351469302,"[0,147]"
17893,Bahraich,1996,3000,70081,Uttar Pradesh,Member State,NO,115,India,5.037848964,0.338583883,"[0,147]"
17894,Ballia,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.859159961,0.270915507,"[0,147]"
17895,Banda,1997,3000,70081,Uttar Pradesh,Member State,NO,115,India,5.298308853,0.405711238,"[0,147]"
17896,Bara Banki,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.708033763,0.402728709,"[0,147]"
17897,Bareilly,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.631537779,0.348533388,"[0,147]"
17898,Basti,1998,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.094867907,0.22850693,"(147,293]"
17899,Bijnor,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.366671478,0.40098949,"[0,147]"
17901,Bulandshahr,1998,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.018941893,0.329429322,"[0,147]"
17904,Deoria,1994,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.466286283,0.231334509,"(147,293]"
17905,Etah,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.719094627,0.409350179,"[0,147]"
17906,Etawah,1998,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.577181773,0.195387898,"[0,147]"
17907,Faizabad,1996,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.809228413,0.190303025,"[0,147]"
17908,Farrukhabad,1998,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.662077238,0.199388217,"[0,147]"
17909,Fatehpur,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.980297674,0.376189029,"[0,147]"
17911,Ghaziabad,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.294756125,0.18248237,"[0,147]"
17912,Ghazipur,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.573303591,0.304323347,"[0,147]"
17913,Gonda,1997,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.114277063,0.364718601,"[0,147]"
17914,Gorakhpur,1990,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.851518261,0.277948678,"(147,293]"
17915,Hamirpur,1995,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.942635288,0.383484474,"[0,147]"
17916,Hardoi,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.868354831,0.548095809,"[0,147]"
17917,Jalaun,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.457695775,0.411775937,"[0,147]"
17918,Jaunpur,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.571371572,0.363105925,"[0,147]"
17919,Jhansi,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,8.516117126,0.454878881,"[0,147]"
17920,Kanpur,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,1.825874928,0.095716458,"[0,147]"
17921,Lakhimpur Kheri,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,6.225236987,0.706960679,"[0,147]"
17922,Lalitpur,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.841560231,0.450095891,"[0,147]"
17923,Lucknow,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.175832914,0.230628915,"[0,147]"
17924,Mainpuri,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.931128066,0.250495197,"[0,147]"
17925,Mathura,1997,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.18112413,0.30841798,"[0,147]"
17926,Meerut,1998,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.706304794,0.241317928,"[0,147]"
17927,Mirzapur,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,5.127879026,0.40393499,"(147,293]"
17928,Moradabad,1997,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.797380834,0.311935447,"[0,147]"
17929,Muzaffarnagar,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.554508954,0.376510902,"[0,147]"
17931,Pilibhit,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.165975951,0.330922641,"[0,147]"
17933,Pratapgarh,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.601357645,0.33464885,"[0,147]"
17934,Rae Bareli,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.203531559,0.417381518,"[0,147]"
17935,Rampur,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.163310456,0.23760336,"[0,147]"
17936,Saharanpur,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.215017108,0.347673233,"[0,147]"
17937,Shahjahanpur,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,5.033458323,0.426697092,"[0,147]"
17938,Sitapur,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.836082348,0.528027561,"(147,293]"
17939,Sultanpur,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.724834611,0.399361221,"[0,147]"
17941,Unnao,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.464224394,0.416751999,"(147,293]"
17943,Varanasi,1997,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.553477467,0.139148316,"[0,147]"
70257,Ambedkar Nagar,1996,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.34859089,0.210338736,"[0,147]"
70258,Auraiya,1998,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.6569048,0.197488056,"[0,147]"
70259,Badaun,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.245019909,0.466102881,"[0,147]"
70260,Baghpat,1998,3000,70081,Uttar Pradesh,Member State,NO,115,India,1.781937885,0.123446058,"[0,147]"
70261,Balrampur,1997,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.905201909,0.308145399,"(147,293]"
70262,Chandauli,1997,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.246945757,0.226992059,"[0,147]"
70263,Chitrakoot,1997,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.698147049,0.27624654,"[0,147]"
70264,Firozabad,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.219010131,0.259280086,"[0,147]"
70265,Gautam Buddha Nagar,1998,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.553225319,0.127626963,"[0,147]"
70266,Hathras,1997,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.815741245,0.148133087,"[0,147]"
70267,Jyotiba Phule Nagar,1997,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.097259705,0.232729833,"[0,147]"
70268,Kannauj,1998,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.579136762,0.188660845,"[0,147]"
70269,Kanpur Dehat,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.703935095,0.455447203,"[0,147]"
70270,Kaushambi,1997,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.703221123,0.188857596,"[0,147]"
70271,Kushinagar,1994,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.051384155,0.262301709,"(147,293]"
70272,Maharajganj,1990,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.452408193,0.290686531,"(147,293]"
70273,Mahoba,1995,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.74427835,0.2543335,"[0,147]"
70274,Mau,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.757894227,0.186368973,"[0,147]"
70275,Sant Kabir Nagar,1998,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.991737398,0.1203832,"(147,293]"
70276,Sant Ravi Das Nagar,1996,3000,70081,Uttar Pradesh,Member State,NO,115,India,2.407430738,0.09049934,"[0,147]"
70277,Shravasti,1996,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.676826693,0.288394539,"(147,293]"
70278,Siddharth Nagar,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,3.942873659,0.317690877,"(147,293]"
70279,Sonbhadra,1000,3000,70081,Uttar Pradesh,Member State,NO,115,India,4.822384513,0.604291172,"[0,147]"
17903,Dehra Dun,1000,3000,70082,Uttarakhand,Member State,NO,115,India,4.061567428,0.288094256,"[0,147]"
17910,Pauri Garhwal,1000,3000,70082,Uttarakhand,Member State,NO,115,India,3.78586135,0.50956964,"[0,147]"
17932,Pithoragarh,1998,3000,70082,Uttarakhand,Member State,NO,115,India,5.244324149,0.673952441,"[0,147]"
70280,Almora,1998,3000,70082,Uttarakhand,Member State,NO,115,India,3.474111881,0.289156502,"[0,147]"
70281,Bageshwar,1998,3000,70082,Uttarakhand,Member State,NO,115,India,3.00145776,0.213279906,"[0,147]"
70282,Chamoli,1998,3000,70082,Uttarakhand,Member State,NO,115,India,4.72130658,0.735710803,"[0,147]"
70283,Champawat,1998,3000,70082,Uttarakhand,Member State,NO,115,India,2.199850652,0.156588997,"[0,147]"
70284,Haridwar,1000,3000,70082,Uttarakhand,Member State,NO,115,India,2.562826123,0.222785463,"[0,147]"
70285,Naini Tal,1996,3000,70082,Uttarakhand,Member State,NO,115,India,3.774954778,0.377428763,"[0,147]"
70286,Rudra Prayag,1998,3000,70082,Uttarakhand,Member State,NO,115,India,1.833073345,0.114184875,"[0,147]"
70287,Tehri Garhwal,1000,3000,70082,Uttarakhand,Member State,NO,115,India,4.877904881,0.412159544,"[0,147]"
70288,Udham Singh Nagar,1996,3000,70082,Uttarakhand,Member State,NO,115,India,4.888393954,0.26544874,"[0,147]"
70289,Uttarkashi,1000,3000,70082,Uttarakhand,Member State,NO,115,India,5.501771011,0.626274419,"[0,147]"
